Date,Building,Chilled Water (kWh),Cooling (kWh),Domestic Cold Water (m3),Electricity (kWh),Heating (kWh),Heating Water (kWh),Natural Gas (kWh)
2021-07-16,B3,779.57,,36.2,"5,266.54",,"4,308.34",0
2021-07-16,B4,"9,567.31",,1.4,"4,853.75",,"3,949.73",0
2021-07-16,B5,"1,321.75",,1.75,"1,398.50",,91.67,0
2021-07-16,B6,"7,983.26",,1.9,"3,543.01",,"6,677.78",0.0
2021-07-17,B1,,"8,734.91",0.08,"9,699.53","4,324.56",,"5,989.20"
2021-07-17,B2,,"8,361.32",14.44,"21,998.34","6,438.89",,0
2021-07-17,B3,0,,34.1,"4,944.83",,"4,508.34",0
2021-07-17,B4,"4,279.29",,0.1,"4,053.62",,"2,917.10",0
2021-07-17,B5,"1,345.20",,1.41,"1,458.86",,205.56,0
2021-07-17,B6,"6,424.12",,0.4,"3,438.56",,"8,241.67",2.78
2021-07-18,B1,,"7,608.35",0.56,"9,560.97","5,755.85",,"6,008.57"
2021-07-18,B2,,"6,145.70",14.44,"22,093.63","6,608.34",,0
2021-07-18,B3,0,,34.1,"4,961.12",,"4,819.45",0
2021-07-18,B4,"2,188.19",,0.1,"3,825.84",,"2,769.57",0
2021-07-18,B5,"1,327.61",,1.54,"1,521.20",,163.89,0
2021-07-18,B6,"5,958.13",,0.4,"3,453.84",,"9,438.90",0.0
2021-07-19,B1,,"9,138.77",10.4,"10,346.96","4,090.51",,"6,001.54"
2021-07-19,B2,,"11,198.25",14.44,"25,464.65","6,777.78",,0
2021-07-19,B3,0,,37,"5,398.95",,"5,130.56",0
2021-07-19,B4,"8,430.35",,2.3,"5,092.10",,"3,894.01",0
2021-07-19,B5,"1,280.72",,1.36,"1,466.16",,177.78,0
2021-07-19,B6,"6,866.66",,4.1,"3,560.84",,"8,236.12",0.0
2021-07-20,B1,,"7,844.99",6.4,"10,522.25","1,502.07",,"5,994.47"
2021-07-20,B2,,"12,733.94",14.44,"26,030.96","6,625.01",,0
2021-07-20,B3,0,,35.8,"5,627.79",,"5,654.17",0
2021-07-20,B4,"11,057.48",,1.9,"5,259.69",,"4,615.50",0
2021-07-20,B5,"1,339.33",,2.07,"1,513.02",,222.22,0
2021-07-20,B6,"8,358.39",,4.2,"3,559.29",,"8,355.56",0.0
2021-07-21,B1,,"9,729.12",5.3,"10,482.30",993.3,,"6,048.35"
2021-07-21,B2,,"11,154.28",15.65,"25,970.22","6,472.23",,55.56
2021-07-21,B3,0,,29.8,"5,152.60",,"5,654.17",0
2021-07-21,B4,"10,147.08",,1.4,"5,034.35",,"4,330.46",0
2021-07-21,B5,"1,189.87",,24.33,"1,490.00",,125,0
2021-07-21,B6,"8,085.83",,2.9,"3,595.33",,"7,866.67",0.0
2021-07-22,B1,,"8,283.89",6.42,"10,450.81","6,011.71",,"5,998.46"
2021-07-22,B2,,"9,574.63",15.65,"25,429.35","7,641.67",,313.89
2021-07-22,B3,0,,29.8,"4,704.63",,"5,654.17",0
2021-07-22,B4,"6,405.94",,2.4,"5,053.43",,"5,684.99",0
2021-07-22,B5,"1,348.13",,43.82,"1,491.24",,311.11,0
2021-07-22,B6,"5,468.71",,2.8,"3,558.71",,"9,272.23",0.0
2021-07-23,B1,,"10,170.18",10.32,"10,546.21","3,378.19",,"5,985.37"
2021-07-23,B2,,"11,127.91",15.65,"25,702.48","7,176.39",,2.78
2021-07-23,B3,0,,29.8,"5,006.97",,"5,654.17",0
2021-07-23,B4,"8,592.77",,1.3,"4,932.84",,"5,375.99",0
2021-07-23,B5,"1,318.82",,43.03,"1,441.05",,180.56,0
2021-07-23,B6,"5,984.51",,2.5,"3,510.72",,"9,219.45",0.0
2021-07-24,B1,,"10,454.14",0.52,"9,763.62","3,691.33",,"5,938.35"
2021-07-24,B2,,"9,354.83",18.46,"23,189.95","6,711.12",,0
2021-07-24,B3,"1,016.96",,22,"5,014.71",,"6,177.78",0
2021-07-24,B4,"5,744.08",,0.3,"3,968.10",,"3,082.65",0
2021-07-24,B5,"1,353.99",,41.52,"1,471.52",,194.44,0
2021-07-24,B6,"6,257.07",,0.5,"3,343.54",,"8,194.45",0.0
2021-07-25,B1,,"9,986.56",0.19,"9,592.54","2,994.99",,"5,977.20"
2021-07-25,B2,,"9,677.21",18.46,"22,901.22","6,080.56",,0
2021-07-25,B3,685.79,,22.1,"5,208.60",,"5,891.67",0
2021-07-25,B4,"1,910.62",,0.1,"3,033.68",,"1,746.91",0
2021-07-25,B5,"1,359.85",,41.19,"1,456.56",,147.22,0
2021-07-25,B6,"6,778.73",,0.4,"3,358.32",,"7,455.56",0.0
2021-07-26,B1,,"9,825.52",6.82,"10,473.15","3,825.27",,"5,975.47"
2021-07-26,B2,,"11,623.20",20.22,"25,573.73","7,005.56",,0
2021-07-26,B3,0,,24.8,"5,184.73",,"5,605.56",0
2021-07-26,B4,"8,848.60",,2.7,"4,646.82",,"2,887.90",0
2021-07-26,B5,"1,342.27",,51.65,"1,480.63",,180.56,0
2021-07-26,B6,"6,189.66",,6.5,"3,542.63",,"8,233.34",0.0
2021-07-27,B1,,"9,548.36",10.16,"10,636.86","3,279.03",,"5,983.24"
2021-07-27,B2,,"12,665.07",18.05,"25,902.54","6,823.62",,0
2021-07-27,B3,0,,24.7,"5,170.70",,"5,883.34",0
2021-07-27,B4,"8,527.26",,1.4,"5,022.34",,"3,590.49",0
2021-07-27,B5,"1,348.13",,60.86,"1,486.73",,175,0
2021-07-27,B6,"6,582.38",,3.5,"3,552.47",,"8,044.45",0.0
2021-07-28,B1,,"10,968.97",7.91,"10,619.81","2,472.11",,"6,012.01"
2021-07-28,B2,,"13,706.93",19.62,"25,875.90","6,641.67",,0
2021-07-28,B3,"2,936.57",,25.1,"4,993.82",,"6,161.12",0
2021-07-28,B4,"10,071.96",,1.5,"4,926.03",,"3,890.43",0
2021-07-28,B5,"1,353.99",,42.81,"1,483.69",,211.11,0
2021-07-28,B6,"7,235.92",,3.0,"3,513.23",,"7,569.45",0.0
2021-07-29,B1,,"12,162.79",5.01,"10,578.01",407.96,,"6,013.61"
2021-07-29,B2,,"15,324.69",26.0,"26,097.64","6,272.23",,0
2021-07-29,B3,"5,093.58",,24.4,"4,786.75",,"6,450.01",0
2021-07-29,B4,"11,776.59",,1.5,"4,722.09",,"3,987.75",0
2021-07-29,B5,"1,345.20",,30.13,"1,440.26",,163.89,0
2021-07-29,B6,"7,968.60",,2.5,"3,479.42",,"6,769.45",0.0
2021-07-30,B1,,"12,461.50",8.86,"10,487.76","1,901.48",,"6,017.84"
2021-07-30,B2,,"14,820.60",21.71,"26,165.92","6,043.06",,0
2021-07-30,B3,"4,589.49",,24.8,"4,744.98",,"5,920.84",0
2021-07-30,B4,"10,524.61",,1.6,"4,874.54",,"3,967.75",0
2021-07-30,B5,"1,289.51",,39.97,"1,461.78",,138.89,0
2021-07-30,B6,"8,015.49",,3.3,"3,493.66",,"7,055.56",0.0
2021-07-31,B1,,"12,477.49",4.73,"9,823.21","1,976.58",,"6,051.14"
2021-07-31,B2,,"12,197.62",27.71,"23,256.07","5,813.89",,0
2021-07-31,B3,0,,22.6,"4,663.82",,"5,920.84",0
2021-07-31,B4,"5,894.40",,1.6,"3,686.94",,"2,726.19",0
2021-07-31,B5,"1,315.89",,45.88,"1,474.32",,166.67,0
2021-07-31,B6,"7,725.35",,0.4,"3,285.30",,"6,936.12",0.0
2021-08-01,B1,,"14,288.20",0.05,"9,657.37","2,081.52",,"6,055.95"
2021-08-01,B2,,"13,932.60",19.22,"22,338.24","6,016.67",,0
2021-08-01,B3,0,,22.8,"4,760.61",,"5,920.84",0
2021-08-01,B4,"7,197.77",,0.1,"3,790.34",,"2,450.13",0
2021-08-01,B5,"1,333.47",,55.75,"1,482.70",,161.11,0
2021-08-01,B6,"8,106.35",,0.8,"3,281.56",,"6,608.34",0.0
2021-08-02,B1,,"12,272.49",0.08,"9,965.57",1.29,,"5,933.27"
2021-08-02,B2,,"18,437.10",29.21,"23,716.86","6,016.67",,0
2021-08-02,B3,0,,22.6,"4,668.24",,"5,391.67",0
2021-08-02,B4,"14,712.66",,0.1,"4,776.93",,"3,224.66",0
2021-08-02,B5,"1,351.06",,40.48,"1,443.02",,80.56,0
2021-08-02,B6,"8,762.82",,2.0,"3,344.91",,"6,311.12",0.0
2021-08-03,B1,,"12,744.20",6.26,"10,600.56",0.42,,"5,844.25"
2021-08-03,B2,,"16,965.88",14.55,"25,345.27","6,219.45",,0
2021-08-03,B3,0,,24.8,"4,773.71",,"6,008.34",0
2021-08-03,B4,"18,252.30",,1.7,"5,696.41",,"5,003.58",0
2021-08-03,B5,"1,315.89",,39.88,"1,496.33",,152.78,0
2021-08-03,B6,"9,126.23",,2.7,"3,521.06",,"7,163.89",0.0
2021-08-04,B1,,"11,559.08",10.12,"10,552.32","2,790.61",,"5,824.65"
2021-08-04,B2,,"13,701.07",16.71,"25,992.10","6,619.45",,0
2021-08-04,B3,0,,25.2,"4,595.61",,"6,234.73",0
2021-08-04,B4,"12,470.61",,1.7,"5,754.17",,"6,062.21",0
2021-08-04,B5,"1,304.17",,40.63,"1,485.03",,194.44,0
2021-08-04,B6,"7,168.52",,2.5,"3,524.81",,"7,794.45",0.0
2021-08-05,B1,,"12,357.75",4.98,"10,523.92","2,831.39",,"5,787.74"
2021-08-05,B2,,"14,090.86",16.71,"26,034.98","6,379.17",,19.44
2021-08-05,B3,"4,264.18",,24.5,"4,728.40",,"6,461.12",0
2021-08-05,B4,"12,257.83",,2.4,"5,709.72",,"5,702.62",0
2021-08-05,B5,"1,312.96",,24.58,"1,493.38",,180.56,0
2021-08-05,B6,"7,106.97",,4.5,"3,535.73",,"7,619.45",0.0
2021-08-06,B1,,"10,416.63",5.03,"10,439.63",719.63,,"5,819.03"
2021-08-06,B2,,"12,980.12",16.71,"25,723.78","6,379.17",,0
2021-08-06,B3,"3,809.92",,24.9,"4,572.09",,"5,977.78",0
2021-08-06,B4,"12,190.87",,1.3,"5,697.10",,"5,819.12",0
2021-08-06,B5,"1,339.33",,15.68,"1,431.83",,213.89,0
2021-08-06,B6,"7,027.84",,2.5,"3,533.44",,"7,919.45",2.78
2021-08-07,B1,,"8,976.81",0.09,"9,743.64","1,279.36",,"5,849.90"
2021-08-07,B2,,"9,082.27",16.71,"23,189.94","6,138.89",,0
2021-08-07,B3,0,,22.2,"4,491.84",,"6,148.62",0
2021-08-07,B4,"10,529.00",,0.1,"5,127.21",,"5,449.66",0
2021-08-07,B5,"1,368.64",,14.71,"1,464.29",,127.78,0
2021-08-07,B6,"6,388.95",,0.4,"3,333.85",,"8,147.23",0.0
2021-08-08,B1,,"6,386.50",5.08,"9,788.87","9,091.36",,"5,680.96"
2021-08-08,B2,,"3,279.47",13.76,"23,346.29","7,741.67",,0
2021-08-08,B3,"3,332.22",,21.9,"3,811.36",,"6,319.45",0
2021-08-08,B4,414.03,,0.1,"5,283.39",,"6,218.30",0
2021-08-08,B5,"1,312.96",,16.68,"1,596.89",,308.33,0
2021-08-08,B6,"3,118.28",,0.2,"3,387.42",,"10,166.67",0.0
2021-08-09,B1,,"9,733.85",5.0,"10,713.37","3,948.76",,"5,682.50"
2021-08-09,B2,,"10,058.20",17.74,"25,596.38","8,058.34",,0
2021-08-09,B3,"3,839.23",,25.6,"4,455.56",,"6,750.01",0
2021-08-09,B4,"7,375.92",,3.4,"5,532.05",,"7,442.26",0
2021-08-09,B5,"1,330.54",,9.7,"1,473.46",,211.11,0
2021-08-09,B6,"5,169.77",,4.2,"3,515.63",,"9,094.45",0.0
2021-08-10,B1,,"8,131.40",8.95,"10,634.80","3,280.05",,"5,668.37"
2021-08-10,B2,,"9,671.35",22.19,"25,556.28","6,972.23",,0
2021-08-10,B3,0,,25.1,"4,410.67",,"5,952.78",0
2021-08-10,B4,"5,129.27",,3.6,"4,974.15",,"4,583.83",0
2021-08-10,B5,"1,351.06",,2.5,"1,451.72",,177.78,0
2021-08-10,B6,"5,407.16",,3.7,"3,489.83",,"8,216.67",0.0
2021-08-11,B1,,"7,894.27",5.66,"10,439.95","1,389.24",,"5,668.74"
2021-08-11,B2,,"10,579.87",22.19,"24,265.65","7,220.84",,0
2021-08-11,B3,0,,25.6,"4,231.74",,"4,641.67",0
2021-08-11,B4,"7,464.53",,2.8,"5,071.21",,"4,334.34",0
2021-08-11,B5,"1,359.85",,14.06,"1,381.61",,158.33,0
2021-08-11,B6,"4,736.03",,2.0,"3,260.89",,"6,994.45",0.0
2021-08-12,B1,,"9,536.46",9.88,"10,346.24","4,057.08",,"5,678.70"
2021-08-12,B2,,"12,177.10",12.56,"24,364.48","7,220.84",,0
2021-08-12,B3,0,,25,"4,183.63",,"3,566.67",0
2021-08-12,B4,"9,642.13",,2.4,"5,093.89",,"5,541.90",0
2021-08-12,B5,"1,324.68",,5.8,"1,461.83",,175,0
2021-08-12,B6,"5,099.44",,3.0,"3,277.89",,"5,986.12",0.0
2021-08-13,B1,,"13,047.69",5.1,"10,605.94","5,918.55",,"5,686.80"
2021-08-13,B2,,"13,630.74",16.97,"24,474.35","7,469.45",,0
2021-08-13,B3,0,,0,"4,214.78",,"3,138.89",0
2021-08-13,B4,"10,218.76",,1.9,"5,125.21",,"5,267.20",0
2021-08-13,B5,"1,333.47",,9.44,"1,533.92",,191.67,0
2021-08-13,B6,"5,228.39",,2.8,"3,292.82",,"5,875.00",0.0
2021-08-14,B1,,"13,309.71",0.46,"9,859.93","2,374.50",,"5,710.46"
2021-08-14,B2,,"13,403.61",15.84,"21,947.85","5,750.00",,0
2021-08-14,B3,0,,21.8,"3,830.28",,"1,750.00",0
2021-08-14,B4,"7,585.17",,0.1,"3,567.38",,"2,757.30",0
2021-08-14,B5,"1,359.85",,14.7,"1,467.95",,147.22,0
2021-08-14,B6,"4,208.50",,0.6,"2,808.79",,"4,611.11",0.0
2021-08-15,B1,,"13,216.78",4.22,"9,772.17","2,365.50",,"5,718.63"
2021-08-15,B2,,"13,176.48",13.55,"22,048.74","5,472.23",,0
2021-08-15,B3,0,,22,"4,357.54",,"2,741.67",0
2021-08-15,B4,"7,497.41",,0.2,"3,470.75",,"2,481.97",0
2021-08-15,B5,"1,356.92",,3.37,"1,444.55",,66.67,0
2021-08-15,B6,"5,078.92",,0.1,"2,917.00",,"4,897.23",0.0
2021-08-16,B1,,"8,512.06",6.4,"10,587.21","5,424.13",,"5,682.42"
2021-08-16,B2,,"10,108.02",29.69,"24,745.56","7,369.45",,0
2021-08-16,B3,0,,25.6,"4,046.35",,"2,990.28",0
2021-08-16,B4,"6,095.44",,4.3,"4,937.93",,"4,481.57",0
2021-08-16,B5,"1,336.40",,19.75,"1,505.21",,263.89,0
2021-08-16,B6,"5,216.67",,4.6,"3,485.83",,"7,591.67",0.0
2021-08-17,B1,,"4,419.44",0.69,"11,124.10","10,581.67",,"5,632.63"
2021-08-17,B2,,"2,312.33",21.18,"24,883.05","11,397.23",,0
2021-08-17,B3,"4,399.00",,26.2,"4,170.16",,"2,990.28",0
2021-08-17,B4,"4,729.95",,2.9,"5,252.90",,"8,346.20",0
2021-08-17,B5,"1,315.89",,14.69,"1,634.91",,447.22,0
2021-08-17,B6,592,,3.8,"3,356.17",,"9,319.45",0.0
2021-08-18,B1,,"4,364.53",0.29,"10,745.76","7,392.84",,"5,605.56"
2021-08-18,B2,,"5,873.14",26.33,"24,646.15","9,558.34",,0
2021-08-18,B3,"3,850.95",,25.7,"4,187.58",,"3,238.89",0
2021-08-18,B4,"3,364.46",,3,"5,520.62",,"6,971.26",0
2021-08-18,B5,"1,327.61",,6.64,"1,617.27",,416.67,0
2021-08-18,B6,"2,561.44",,2.0,"3,397.38",,"9,144.45",30.56
2021-08-19,B1,,"3,908.81",0.85,"10,762.11","7,083.02",,"5,516.92"
2021-08-19,B2,,"3,194.47",18.85,"25,180.22","9,359.73",,0
2021-08-19,B3,0,,25.3,"4,084.21",,"2,009.72",0
2021-08-19,B4,"2,943.01",,3.2,"5,501.40",,"6,722.00",0
2021-08-19,B5,"1,304.17",,7.28,"1,632.10",,358.33,0
2021-08-19,B6,"1,963.58",,2.7,"3,275.64",,"8,211.12",19.44
2021-08-20,B1,,"4,000.93",4.78,"10,590.75","5,805.78",,"5,546.68"
2021-08-20,B2,,"5,034.96",16.45,"24,787.18","9,161.12",,0
2021-08-20,B3,0,,24.9,"4,118.59",,780.56,0
2021-08-20,B4,"2,521.57",,1.6,"5,198.49",,"5,964.34",0
2021-08-20,B5,"1,295.37",,10.06,"1,597.11",,369.44,0
2021-08-20,B6,"2,795.90",,1.9,"3,339.75",,"8,652.78",22.22
2021-08-21,B1,,"6,126.90",0.22,"10,068.40","6,814.51",,"5,519.90"
2021-08-21,B2,,"2,373.88",14.21,"21,911.43","8,822.23",,0
2021-08-21,B3,0,,22.1,"3,530.46",,155.56,0
2021-08-21,B4,"1,340.26",,1.6,"3,783.71",,"4,758.74",0
2021-08-21,B5,"1,304.17",,7.22,"1,675.12",,438.89,0
2021-08-21,B6,723.89,,0.1,"2,664.85",,"5,711.12",41.67
2021-08-22,B1,,"4,092.37",0.02,"10,011.65","7,068.40",,"5,523.63"
2021-08-22,B2,,"3,264.81",14.21,"21,525.49","10,338.90",,0
2021-08-22,B3,0,,0,"3,839.04",,"2,459.72",0
2021-08-22,B4,"2,132.07",,1.6,"3,575.60",,"3,868.77",0
2021-08-22,B5,"1,321.75",,5.38,"1,643.73",,455.56,0
2021-08-22,B6,515.81,,0.1,"2,609.34",,"5,186.12",0.0
2021-08-23,B1,,"4,124.34",0.63,"10,686.73","7,942.64",,"5,525.92"
2021-08-23,B2,,"1,737.91",12.0,"24,745.40","11,855.57",,0
2021-08-23,B3,"4,308.14",,26.7,"3,848.12",,"2,459.72",0
2021-08-23,B4,"1,790.89",,3.5,"5,272.47",,"7,934.59",0
2021-08-23,B5,"1,321.75",,7.56,"1,682.63",,758.33,0
2021-08-23,B6,624.24,,5.6,"3,345.74",,"9,275.01",25.0
2021-08-24,B1,,"4,483.84",5.19,"10,534.56","7,366.81",,"5,646.72"
2021-08-24,B2,,"3,918.36",10.91,"24,760.22","10,169.45",,0
2021-08-24,B3,"3,619.43",,55.1,"4,030.51",,"4,763.89",0
2021-08-24,B4,"1,449.72",,3.5,"5,519.45",,"7,022.18",0
2021-08-24,B5,"1,295.37",,6.3,"1,705.23",,641.67,0
2021-08-24,B6,"1,819.97",,3.6,"3,427.89",,"9,333.34",0.0
2021-08-25,B1,,"8,970.31",0.02,"10,392.26","6,404.01",,"5,590.02"
2021-08-25,B2,,"6,391.88",15.78,"24,736.96","9,663.90",,0
2021-08-25,B3,0,,39.4,"4,143.16",,"5,927.78",0
2021-08-25,B4,"5,014.43",,3.2,"5,721.76",,"6,785.27",0
2021-08-25,B5,"1,295.37",,12.96,"1,635.16",,650,0
2021-08-25,B6,"1,128.32",,3.6,"3,518.23",,"9,645.84",0.0
2021-08-26,B1,,"8,588.10",2.58,"10,376.36","4,689.36",,"5,481.83"
2021-08-26,B2,,"7,675.53",19.57,"25,059.81","8,872.23",,0
2021-08-26,B3,0,,25.8,"4,119.21",,"4,863.89",0
2021-08-26,B4,"6,636.14",,2.4,"5,622.69",,"6,641.46",0
2021-08-26,B5,"1,327.61",,4.89,"1,605.50",,463.89,0
2021-08-26,B6,"1,128.32",,3.6,"3,690.37",,"9,645.84",0.0
2021-08-27,B1,,"6,724.64",1.26,"10,105.52","6,499.17",,"5,536.08"
2021-08-27,B2,,"6,547.21",14.65,"24,610.21","8,291.67",,0
2021-08-27,B3,0,,25.5,"3,887.03",,"3,634.73",0
2021-08-27,B4,"3,218.45",,1.3,"5,073.38",,"4,881.01",0
2021-08-27,B5,"1,336.40",,15.1,"1,680.21",,436.11,0
2021-08-27,B6,"1,128.32",,3.6,"3,604.82",,"9,645.84",0.0
2021-08-28,B1,,"7,625.83",4.69,"9,643.51","4,660.39",,"5,693.72"
2021-08-28,B2,,"5,345.62",19.7,"21,103.19","7,731.95",,0
2021-08-28,B3,0,,67,"3,609.80",,"2,405.56",0
2021-08-28,B4,"3,114.40",,0.1,"3,804.40",,"4,001.00",0
2021-08-28,B5,"1,371.57",,18.71,"1,696.32",,388.89,0
2021-08-28,B6,"1,128.32",,3.6,"3,437.66",,"9,645.84",0.0
2021-08-29,B1,,"8,510.07",0.01,"9,425.46","4,730.28",,"5,736.26"
2021-08-29,B2,,"6,711.33",43.44,"21,034.41","7,172.23",,0
2021-08-29,B3,0,,56.3,"4,108.97",,"4,050.00",0
2021-08-29,B4,"4,155.35",,0.1,"3,637.89",,"3,264.85",0
2021-08-29,B5,"1,315.89",,29.85,"1,754.44",,280.56,0
2021-08-29,B6,"1,128.32",,3.6,"3,430.68",,"9,645.84",0.0
2021-08-30,B1,,"8,366.35",0.09,"10,060.87","4,647.95",,"5,655.49"
2021-08-30,B2,,"9,574.63",44.89,"24,803.74","7,916.67",,0
2021-08-30,B3,0,,33.5,"4,255.95",,"3,552.78",0
2021-08-30,B4,"7,819.76",,8.9,"5,323.77",,"4,448.12",0
2021-08-30,B5,"1,312.96",,26.33,"1,752.68",,441.67,0
2021-08-30,B6,"1,128.32",,3.6,"3,682.23",,"9,645.84",0.0
2021-08-31,B1,,"3,860.17",4.12,"10,372.20","7,644.51",,"5,592.89"
2021-08-31,B2,,"5,137.54",54.1,"25,516.72","9,958.34",,0
2021-08-31,B3,0,,36.2,"3,876.48",,"4,234.73",0
2021-08-31,B4,"1,842.19",,7.1,"5,553.14",,"6,000.94",0
2021-08-31,B5,"1,327.61",,45.74,"1,833.06",,766.67,0
2021-08-31,B6,"1,128.32",,3.6,"3,723.00",,"9,645.84",0.0
2021-09-01,B1,,"3,727.34",6.12,"10,851.02","7,395.02",,"5,607.12"
2021-09-01,B2,,"3,575.47",40.36,"26,307.58","11,347.23",,0
2021-09-01,B3,"3,924.22",,35.7,"3,929.49",,"4,916.67",0
2021-09-01,B4,"3,440.36",,5,"5,635.20",,"7,620.14",0
2021-09-01,B5,"1,339.33",,31.58,"1,903.20",,977.78,0
2021-09-01,B6,436.68,,2.8,"3,727.87",,"9,645.84",0.0
2021-09-02,B1,,"4,275.85",0.99,"10,752.24","6,649.67",,"5,668.37"
2021-09-02,B2,,"5,250.37",37.24,"26,152.56","10,391.67",,0
2021-09-02,B3,0,,36.7,"3,992.15",,"4,638.89",0
2021-09-02,B4,"3,440.36",,5,"5,331.39",,"6,453.21",0
2021-09-02,B5,"1,301.24",,40.17,"1,893.88",,966.67,0
2021-09-02,B6,820.6,,2.0,"3,723.42",,"9,958.34",0.0
2021-09-03,B1,,"9,313.66",0.09,"11,049.50","5,156.80",,"5,667.07"
2021-09-03,B2,,"6,925.27",29.97,"25,992.86","9,441.67",,0
2021-09-03,B3,0,,32.9,"4,012.02",,"4,006.95",0
2021-09-03,B4,"5,038.54",,7.6,"5,199.80",,"5,286.28",0
2021-09-03,B5,"1,310.03",,27.59,"1,822.62",,661.11,0
2021-09-03,B6,"1,819.97",,2.3,"3,758.61",,"9,466.67",0.0
2021-09-04,B1,,"8,644.44",4.55,"10,477.47","4,827.78",,"5,699.34"
2021-09-04,B2,,"6,201.38",18.82,"22,827.09","8,197.23",,0
2021-09-04,B3,"3,604.77",,22.2,"3,470.37",,"3,375.00",0
2021-09-04,B4,"2,967.76",,7.7,"3,783.73",,"4,061.54",0
2021-09-04,B5,"1,227.97",,24.57,"1,822.52",,591.67,0
2021-09-04,B6,"2,792.97",,0.2,"3,524.82",,"8,975.01",0.0
2021-09-05,B1,,"10,174.93",9.16,"10,247.88",0.1,,"5,754.12"
2021-09-05,B2,,"9,299.15",22.94,"22,776.53","5,769.45",,0
2021-09-05,B3,0,,22.3,"4,226.00",,"3,805.56",0
2021-09-05,B4,"5,672.12",,7.7,"3,601.85",,"2,682.30",0
2021-09-05,B5,"1,154.70",,24.58,"1,768.03",,483.33,0
2021-09-05,B6,"4,492.78",,0.1,"3,549.76",,"8,525.01",0.0
2021-09-06,B1,,"8,616.90",0.05,"10,340.11","6,571.31",,"5,750.48"
2021-09-06,B2,,"8,651.46",32.88,"24,591.63","7,913.90",,0
2021-09-06,B3,0,,23,"3,835.93",,"4,047.23",0
2021-09-06,B4,"6,354.28",,8.1,"5,020.81",,"4,407.22",0
2021-09-06,B5,"1,307.10",,22.94,"1,858.04",,677.78,0
2021-09-06,B6,"2,866.24",,0.1,"3,639.34",,"10,527.79",0.0
2021-09-07,B1,,"9,157.25",7.47,"11,093.76","5,629.23",,"5,943.89"
2021-09-07,B2,,"7,959.81",53.15,"26,378.81","8,497.23",,0
2021-09-07,B3,"4,803.43",,33.5,"4,342.40",,"4,288.89",0
2021-09-07,B4,"6,827.99",,12.7,"5,953.45",,"5,606.89",0
2021-09-07,B5,"1,342.27",,23.33,"1,934.99",,638.89,0
2021-09-07,B6,"3,226.71",,6.6,"3,877.43",,"9,927.79",0.0
2021-09-08,B1,,"7,653.36",6.35,"11,095.51","5,863.31",,"5,734.26"
2021-09-08,B2,,"7,268.16",50.39,"26,666.08","8,205.56",,5.56
2021-09-08,B3,"5,114.09",,36.2,"4,358.44",,"3,588.89",0
2021-09-08,B4,"5,073.61",,14.4,"5,864.14",,"6,028.21",0
2021-09-08,B5,"1,342.27",,23.62,"1,990.28",,905.56,0
2021-09-08,B6,"2,502.83",,3.4,"3,810.19",,"9,033.34",0.0
2021-09-09,B1,,"9,594.63",14.68,"10,815.21","5,272.66",,"5,594.70"
2021-09-09,B2,,"9,542.39",46.14,"25,841.84","8,645.84",,0
2021-09-09,B3,"14,882.15",,34.8,"4,330.58",,"2,586.11",0
2021-09-09,B4,"8,120.90",,16.2,"5,878.50",,"5,709.03",0
2021-09-09,B5,"1,342.27",,25.35,"1,985.49",,650,0
2021-09-09,B6,"3,801.13",,4.5,"3,710.56",,"7,583.34",0.0
2021-09-10,B1,,"6,838.78",4.76,"10,751.80","5,524.37",,"5,712.40"
2021-09-10,B2,,"6,995.61",39.72,"25,986.63","8,645.84",,0
2021-09-10,B3,"28,943.70",,33.6,"4,110.83",,783.33,0
2021-09-10,B4,"3,844.53",,9.2,"5,344.32",,"5,050.55",0
2021-09-10,B5,"1,345.20",,30.35,"1,987.90",,844.45,0
2021-09-10,B6,"2,209.76",,3.6,"3,749.33",,"9,244.45",0.0
2021-09-11,B1,,"3,503.77",4.76,"10,356.37","7,620.16",,"5,704.87"
2021-09-11,B2,,"2,743.15",39.72,"22,966.97","9,086.12",,2.78
2021-09-11,B3,"26,265.03",,22.5,"3,285.36",,"2,322.22",0
2021-09-11,B4,"2,023.26",,0.3,"4,079.69",,"5,442.27",0
2021-09-11,B5,"1,362.78",,18.49,"2,080.11",,"1,027.78",0
2021-09-11,B6,688.72,,0.3,"3,483.96",,"10,036.12",0.0
2021-09-12,B1,,"3,604.06",4.76,"10,255.89","6,660.41",,"5,688.95"
2021-09-12,B2,,"4,101.53",36.87,"22,732.69","9,323.62",,0
2021-09-12,B3,"27,812.44",,22.1,"3,629.86",,"4,144.45",0
2021-09-12,B4,201.98,,0.2,"4,308.31",,"4,680.30",0
2021-09-12,B5,"1,330.54",,31.96,"2,176.04",,"1,033.33",0
2021-09-12,B6,946.62,,0.3,"3,493.55",,"9,725.01",0.0
2021-09-13,B1,,"5,795.11",4.67,"10,975.53","7,347.70",,"5,673.42"
2021-09-13,B2,,"5,459.91",55.57,"26,404.69","9,561.12",,0
2021-09-13,B3,"27,469.55",,35.7,"4,097.47",,"4,655.56",0
2021-09-13,B4,"1,939.47",,11.1,"5,667.44",,"7,016.25",0
2021-09-13,B5,"1,356.92",,24.43,"2,057.68",,927.78,0
2021-09-13,B6,"1,204.52",,6.5,"3,818.86",,"11,170.84",0.0
