Date,Building,Chilled Water (kWh),Cooling (kWh),Domestic Cold Water (m3),Electricity (kWh),Heating (kWh),Heating Water (kWh),Natural Gas (kWh)
2021-05-17,B1,,"9,566.20",0.91,"10,335.65","5,484.31",,"5,676.73"
2021-05-17,B2,,"11,837.14",15.31,"26,502.96","9,394.45",,77.78
2021-05-17,B3,"7,109.90",,24.8,"4,470.55",,"4,722.23",0
2021-05-17,B4,"7,524.12",,1.3,"5,584.38",,"6,385.64",0
2021-05-17,B5,0,,1.79,"1,515.80",,152.78,0
2021-05-17,B6,"3,830.44",,4.3,"4,206.15",,"12,266.68",0.0
2021-05-18,B1,,"3,727.42",4.62,"10,793.38","7,700.31",,"5,607.84"
2021-05-18,B2,,"4,299.35",15.31,"26,378.74","13,325.01",,211.11
2021-05-18,B3,"14,082.06",,24.1,"4,993.84",,"10,777.79",0
2021-05-18,B4,277.93,,1.4,"5,678.25",,"9,756.12",0
2021-05-18,B5,0,,5.39,"1,536.14",,275,0
2021-05-18,B6,"2,819.34",,3.0,"3,882.74",,"14,875.01",0.0
2021-05-19,B1,,"3,657.82",1.38,"10,964.33","12,192.84",,"5,657.73"
2021-05-19,B2,,"2,414.91",13.61,"26,998.24","17,827.79",,2.78
2021-05-19,B3,0,,29.2,"5,642.55",,"16,166.68",0
2021-05-19,B4,0,,1.5,"5,882.22",,"11,667.70",0
2021-05-19,B5,0,,1.49,"1,591.41",,497.22,0
2021-05-19,B6,49.82,,1.6,"3,719.47",,"16,488.90",2.78
2021-05-20,B1,,"3,492.40",5.75,"10,953.06","15,393.58",,"5,592.88"
2021-05-20,B2,,"2,247.86",11.7,"27,126.11","21,250.02",,0
2021-05-20,B3,"13,009.42",,31.1,"5,606.51",,"18,347.24",0
2021-05-20,B4,0,,1.2,"6,023.70",,"12,583.47",0
2021-05-20,B5,0,,1.75,"1,565.40",,"1,252.78",0
2021-05-20,B6,67.41,,1.6,"3,678.91",,"16,441.68",13.89
2021-05-21,B1,,"3,644.78",5.19,"10,796.42","11,979.68",,"5,661.47"
2021-05-21,B2,,"2,247.86",17.91,"26,362.85","17,541.68",,0
2021-05-21,B3,0,,30.5,"5,627.41",,"16,841.68",0
2021-05-21,B4,0,,1.3,"5,945.79",,"10,910.98",0
2021-05-21,B5,0,,1.68,"1,612.44",,738.89,0
2021-05-21,B6,84.99,,2.7,"3,728.59",,"16,872.24",16.67
2021-05-22,B1,,"3,640.96",4.06,"10,183.95","9,927.74",,"5,655.49"
2021-05-22,B2,,"2,247.86",16.79,"25,396.97","15,866.68",,0
2021-05-22,B3,"13,654.18",,28.5,"5,669.21",,"16,075.01",0
2021-05-22,B4,46.57,,0,"5,136.80",,"10,342.91",0
2021-05-22,B5,0,,1.51,"1,576.13",,533.33,0
2021-05-22,B6,726.82,,0.0,"3,644.35",,"16,536.12",0.0
2021-05-23,B1,,"3,644.91",0.04,"10,288.38","10,959.74",,"5,662.66"
2021-05-23,B2,,"2,247.86",15.01,"25,533.60","17,152.79",,0
2021-05-23,B3,0,,27.8,"5,662.63",,"17,336.12",0
2021-05-23,B4,0,,0.1,"4,830.97",,"11,036.17",0
2021-05-23,B5,0,,1.92,"1,590.26",,644.44,0
2021-05-23,B6,436.68,,0.0,"3,601.47",,"14,311.12",0.0
2021-05-24,B1,,"3,651.32",5.29,"10,639.36","10,267.92",,"5,638.04"
2021-05-24,B2,,"2,080.80",17.08,"26,319.55","16,647.24",,238.89
2021-05-24,B3,"13,349.39",,27.4,"5,691.36",,"15,490.29",0
2021-05-24,B4,0,,0.1,"5,442.21",,"11,155.04",0
2021-05-24,B5,0,,1.67,"1,536.61",,391.67,0
2021-05-24,B6,146.54,,0.2,"3,691.59",,"13,283.34",0.0
2021-05-25,B1,,"3,806.20",0.81,"11,130.75","9,044.52",,"5,691.92"
2021-05-25,B2,,"2,584.89",13.04,"26,912.64","15,300.01",,5.56
2021-05-25,B3,"6,473.94",,29.2,"5,371.77",,"13,644.46",0
2021-05-25,B4,0,,2.7,"5,806.14",,"10,633.79",0
2021-05-25,B5,0,,2.74,"1,619.16",,580.56,0
2021-05-25,B6,657.94,,2.8,"3,790.17",,"13,261.12",2.78
2021-05-26,B1,,"7,527.44",1.7,"11,113.58","7,587.57",,"5,652.25"
2021-05-26,B2,,"5,210.80",13.04,"26,678.35","13,169.45",,2.78
2021-05-26,B3,524.6,,29.3,"5,015.15",,"8,600.01",0
2021-05-26,B4,"2,507.28",,1.2,"5,662.71",,"8,734.07",0
2021-05-26,B5,0,,1.88,"1,591.47",,241.67,0
2021-05-26,B6,"1,169.35",,1.8,"3,733.19",,"12,183.34",0.0
2021-05-27,B1,,"8,370.55",1.88,"10,691.55","5,190.69",,"5,618.67"
2021-05-27,B2,,"8,871.26",15.1,"26,853.88","11,711.12",,0
2021-05-27,B3,"1,324.68",,30.1,"4,868.59",,"6,697.23",0
2021-05-27,B4,"5,961.86",,1.3,"5,517.05",,"8,103.10",0
2021-05-27,B5,0,,2.36,"1,486.31",,208.33,0
2021-05-27,B6,"2,936.57",,1.6,"3,758.25",,"12,997.23",0.0
2021-05-28,B1,,"3,670.74",4.96,"10,853.54","7,656.40",,"5,614.72"
2021-05-28,B2,,"4,709.65",15.1,"26,542.80","13,086.12",,8.33
2021-05-28,B3,190.5,,24.9,"4,214.65",,"6,022.23",0
2021-05-28,B4,"1,055.82",,1.8,"5,761.57",,"8,966.44",0
2021-05-28,B5,0,,1.93,"1,548.65",,294.44,0
2021-05-28,B6,"1,245.55",,1.3,"3,751.30",,"15,655.57",0.0
2021-05-29,B1,,"7,150.41",0.16,"10,262.27","6,028.93",,"5,681.78"
2021-05-29,B2,,"6,837.35",17.81,"25,120.85","12,602.79",,5.56
2021-05-29,B3,612.52,,22.6,"4,108.64",,"5,736.12",0
2021-05-29,B4,"3,335.59",,0.1,"4,870.37",,"8,147.30",0
2021-05-29,B5,0,,1.66,"1,519.61",,230.56,0
2021-05-29,B6,"2,186.31",,0.1,"3,655.59",,"15,116.68",0.0
2021-05-30,B1,,"8,293.84",0.09,"10,200.15","3,959.93",,"5,730.54"
2021-05-30,B2,,"9,348.97",17.81,"25,112.99","11,088.90",,0
2021-05-30,B3,"1,831.69",,22.1,"4,168.35",,"5,105.56",0
2021-05-30,B4,"7,261.49",,0,"4,743.93",,"7,034.94",0
2021-05-30,B5,0,,1.18,"1,494.07",,91.67,0
2021-05-30,B6,"3,601.84",,0.2,"3,664.97",,"14,011.12",0.0
2021-05-31,B1,,"9,244.08",0.94,"10,702.28","3,190.81",,"5,721.50"
2021-05-31,B2,,"13,777.27",15.87,"26,861.85","9,419.45",,0
2021-05-31,B3,"2,514.55",,29.6,"4,060.66",,"3,127.78",0
2021-05-31,B4,"9,854.95",,1.3,"5,755.05",,"5,663.12",0
2021-05-31,B5,0,,1.78,"1,523.56",,122.22,0
2021-05-31,B6,"5,351.48",,4.8,"3,767.75",,"11,233.34",0.0
2021-06-01,B1,,"11,224.90",6.24,"10,721.12","2,927.41",,"5,710.75"
2021-06-01,B2,,"16,781.25",14.38,"26,300.49","8,580.56",,0
2021-06-01,B3,"3,631.15",,25.3,"4,238.56",,"2,452.78",0
2021-06-01,B4,"11,883.90",,1.6,"5,587.56",,"4,284.26",0
2021-06-01,B5,0,,2.31,"1,522.70",,138.89,0
2021-06-01,B6,"6,362.57",,2.4,"3,716.76",,"9,077.79",0.0
2021-06-02,B1,,"12,700.99",0.69,"10,542.42","2,126.52",,"5,690.13"
2021-06-02,B2,,"18,911.88",8.68,"26,469.21","8,241.67",,0
2021-06-02,B3,0,,24.4,"4,342.78",,"1,880.56",0
2021-06-02,B4,"13,190.17",,1.4,"5,527.35",,"3,976.85",0
2021-06-02,B5,0,,1.86,"1,507.55",,150,0
2021-06-02,B6,"7,086.46",,1.6,"3,740.48",,"8,358.34",0.0
2021-06-03,B1,,"12,686.31",0.14,"10,509.03",721.28,,"5,683.90"
2021-06-03,B2,,"18,038.52",11.11,"26,701.65","10,005.56",,0
2021-06-03,B3,"4,278.84",,25.6,"4,392.62",,"3,501.39",0
2021-06-03,B4,"14,314.75",,1.7,"5,567.67",,"3,934.53",0
2021-06-03,B5,0,,9.68,"1,479.90",,150,0
2021-06-03,B6,"7,326.78",,2.3,"3,742.81",,"8,058.34",0.0
2021-06-04,B1,,"11,429.22",1.18,"10,517.01","1,907.32",,"5,650.17"
2021-06-04,B2,,"17,165.17",15.99,"26,319.82","10,005.56",,0
2021-06-04,B3,0,,25.6,"3,932.92",,"3,501.39",0
2021-06-04,B4,"13,223.80",,1.7,"5,383.09",,"4,224.13",0
2021-06-04,B5,0,,17.39,"1,465.83",,161.11,0
2021-06-04,B6,"6,746.50",,0.9,"3,700.58",,"8,558.34",0.0
2021-06-05,B1,,"3,536.11",4.79,"9,983.24","7,665.88",,"5,708.28"
2021-06-05,B2,,"5,386.65",14.7,"24,989.09","11,769.45",,0
2021-06-05,B3,0,,25.6,"3,274.21",,"3,501.39",0
2021-06-05,B4,891.71,,0.1,"4,930.28",,"6,953.72",0
2021-06-05,B5,0,,8.68,"1,594.46",,247.22,0
2021-06-05,B6,"2,077.87",,0.2,"3,628.81",,"12,255.57",0.0
2021-06-06,B1,,"3,712.72",0.24,"10,068.53","8,163.44",,"5,884.48"
2021-06-06,B2,,"3,171.03",10.35,"24,560.24","14,458.34",,0
2021-06-06,B3,0,,23.3,"3,191.02",,"5,122.23",0
2021-06-06,B4,169.89,,0.1,"4,838.29",,"10,413.72",0
2021-06-06,B5,0,,2.27,"1,594.78",,261.11,0
2021-06-06,B6,759.05,,0.0,"3,637.94",,"14,027.79",0.0
2021-06-07,B1,,"4,083.22",2.08,"10,861.96","8,640.78",,"5,619.22"
2021-06-07,B2,,"4,838.60",15.26,"26,135.48","15,822.23",,2.78
2021-06-07,B3,0,,24.6,"4,051.76",,"7,736.12",0
2021-06-07,B4,45.09,,1.5,"5,835.57",,"10,345.34",0
2021-06-07,B5,0,,1.82,"1,536.06",,238.89,0
2021-06-07,B6,577.35,,4.4,"3,736.75",,"14,602.79",0.0
2021-06-08,B1,,"3,986.84",0.42,"10,752.72","7,779.83",,"5,667.38"
2021-06-08,B2,,"4,400.46",13.89,"26,347.72","14,811.12",,0
2021-06-08,B3,0,,24.6,"4,268.74",,"7,397.23",0
2021-06-08,B4,376.59,,1.7,"5,966.16",,"9,581.50",0
2021-06-08,B5,0,,1.46,"1,592.10",,302.78,0
2021-06-08,B6,665.27,,2.5,"3,754.15",,"13,005.57",2.78
2021-06-09,B1,,"4,103.54",9.79,"10,896.89","6,864.20",,"5,656.29"
2021-06-09,B2,,"3,962.32",13.89,"25,518.13","13,341.68",,0
2021-06-09,B3,0,,24.9,"4,416.20",,"6,516.67",0
2021-06-09,B4,282.24,,1.4,"5,736.54",,"9,429.85",0
2021-06-09,B5,0,,1.65,"1,599.42",,280.56,0
2021-06-09,B6,580.28,,1.6,"3,758.00",,"12,072.23",0.0
2021-06-10,B1,,"4,100.40",2.3,"10,802.50","6,990.13",,"5,704.49"
2021-06-10,B2,,"2,505.76",15.73,"26,481.81","14,077.79",,13.89
2021-06-10,B3,0,,24.4,"4,283.70",,"5,925.00",0
2021-06-10,B4,0,,2.2,"5,786.48",,"9,272.51",0
2021-06-10,B5,0,,2.01,"1,564.50",,269.44,0
2021-06-10,B6,797.15,,1.6,"3,749.56",,"11,933.34",0.0
2021-06-11,B1,,"7,833.05",4.81,"10,694.34","5,729.30",,"5,610.87"
2021-06-11,B2,,"6,676.16",15.73,"26,212.53","12,830.57",,16.67
2021-06-11,B3,0,,24.1,"4,459.38",,"5,333.34",0
2021-06-11,B4,"2,930.15",,2.6,"5,598.98",,"7,581.71",0
2021-06-11,B5,0,,1.77,"1,488.98",,202.78,0
2021-06-11,B6,"1,954.78",,1.3,"3,765.63",,"14,183.34",0.0
2021-06-12,B1,,"7,826.83",0.06,"9,991.93","5,255.60",,"5,617.64"
2021-06-12,B2,,"8,276.33",18.74,"24,726.24","11,783.34",,2.78
2021-06-12,B3,0,,23,"4,402.89",,"4,663.89",0
2021-06-12,B4,"6,126.26",,0,"4,848.33",,"6,726.05",0
2021-06-12,B5,0,,1.81,"1,475.85",,313.89,0
2021-06-12,B6,"3,033.29",,0.5,"3,670.99",,"14,244.46",0.0
2021-06-13,B1,,"10,876.52",8.71,"9,753.88","3,638.46",,"5,631.65"
2021-06-13,B2,,"12,739.80",17.15,"24,882.01","10,577.79",,0
2021-06-13,B3,0,,23.1,"4,690.72",,"3,555.56",0
2021-06-13,B4,"9,270.05",,0.1,"4,696.62",,"6,351.54",0
2021-06-13,B5,0,,1.12,"1,473.40",,69.44,0
2021-06-13,B6,"5,073.06",,0.1,"3,620.03",,"11,716.68",0.0
2021-06-14,B1,,"12,822.56",4.91,"10,466.23","1,325.67",,"5,560.62"
2021-06-14,B2,,"19,357.34",17.15,"26,684.94","7,827.78",,0
2021-06-14,B3,808.88,,25.6,"4,821.17",,"1,361.11",0
2021-06-14,B4,"14,340.69",,1.8,"5,687.81",,"3,904.21",0
2021-06-14,B5,0,,1.55,"1,467.57",,83.33,0
2021-06-14,B6,"7,725.35",,6.8,"3,779.78",,"7,819.45",0.0
2021-06-15,B1,,"9,803.81",0.47,"10,582.97","1,015.80",,"5,569.50"
2021-06-15,B2,,"15,819.98",15.98,"26,769.65","8,386.12",,0
2021-06-15,B3,"6,289.31",,25,"5,223.04",,"1,705.56",0
2021-06-15,B4,"11,860.20",,2.2,"5,432.70",,"4,340.60",0
2021-06-15,B5,0,,2.22,"1,467.35",,186.11,0
2021-06-15,B6,"6,746.50",,2.5,"3,819.88",,"9,097.23",0.0
2021-06-16,B1,,"7,696.42",5.27,"10,690.71","6,009.85",,"5,635.55"
2021-06-16,B2,,"9,832.53",15.98,"26,469.05","10,105.56",,0
2021-06-16,B3,"7,010.26",,25.1,"5,399.15",,"2,697.22",0
2021-06-16,B4,"6,336.47",,1.2,"5,589.33",,"5,881.40",0
2021-06-16,B5,0,,1.41,"1,453.88",,119.44,0
2021-06-16,B6,"3,446.52",,1.7,"3,797.46",,"13,430.57",0.0
2021-06-17,B1,,"8,134.04",10.13,"10,439.19","4,525.47",,"5,677.42"
2021-06-17,B2,,"11,834.21",15.98,"26,199.40","10,547.23",,0
2021-06-17,B3,"6,289.31",,25.2,"5,284.72",,"3,538.89",0
2021-06-17,B4,"7,011.36",,1.8,"5,595.11",,"7,224.79",0
2021-06-17,B5,0,,1.52,"1,472.77",,69.44,0
2021-06-17,B6,"4,041.45",,1.8,"3,785.57",,"14,008.34",0.0
2021-06-18,B1,,"8,938.96",0.7,"10,470.43","3,472.36",,"5,674.51"
2021-06-18,B2,,"12,845.30",14.88,"26,730.16","11,147.23",,0
2021-06-18,B3,"6,910.62",,25,"5,236.91",,"5,219.45",0
2021-06-18,B4,"5,153.23",,1.8,"4,338.55",,"4,399.90",0
2021-06-18,B5,0,,1.15,"1,489.91",,30.56,0
2021-06-18,B6,"4,718.44",,1.3,"2,562.75",,"10,061.12",0.0
2021-06-19,B1,,"3,949.77",0.06,"9,981.11","7,322.61",,"5,653.84"
2021-06-19,B2,,"5,386.65",19.84,"25,463.02","11,577.79",,5.56
2021-06-19,B3,"3,308.77",,23.1,"4,531.06",,"4,772.23",0
2021-06-19,B4,"5,153.23",,1.8,"1,622.82",,"4,399.90",0
2021-06-19,B5,0,,1.38,"1,577.13",,177.78,0
2021-06-19,B6,"6,295.17",,0.0,"3,670.99",,"9,433.34",0.0
2021-06-20,B1,,"8,681.88",0.02,"9,762.66","4,157.76",,"5,731.67"
2021-06-20,B2,,"9,137.96",19.84,"24,775.50","10,752.79",,0
2021-06-20,B3,"5,726.61",,23,"5,112.10",,"5,652.78",0
2021-06-20,B4,"3,295.09",,1.8,"2,517.38",,"1,575.00",0
2021-06-20,B5,0,,1.73,"1,488.30",,144.44,0
2021-06-20,B6,"6,286.37",,0.3,"3,620.03",,"9,616.67",2.78
2021-06-21,B1,,"10,484.88",9.41,"10,607.26","4,053.51",,"5,792.60"
2021-06-21,B2,,"15,260.21",17.7,"26,580.69","10,272.23",,0
2021-06-21,B3,"5,717.82",,23,"4,578.15",,"3,919.45",0
2021-06-21,B4,"10,553.79",,1.7,"5,514.54",,"5,044.17",0
2021-06-21,B5,0,,5.41,"1,495.68",,86.11,0
2021-06-21,B6,"5,459.91",,4.6,"3,797.22",,"10,313.90",0.0
2021-06-22,B1,,"13,064.39",6.06,"10,687.61","2,603.71",,"5,832.12"
2021-06-22,B2,,"16,274.24",17.7,"25,959.14","8,533.34",,0
2021-06-22,B3,"5,709.02",,25.1,"4,683.51",,"2,186.11",0
2021-06-22,B4,"13,037.42",,1.5,"5,874.61",,"4,671.97",0
2021-06-22,B5,0,,33.49,"1,441.61",,150,0
2021-06-22,B6,"6,740.63",,2.6,"3,775.79",,"8,738.90",0.0
2021-06-23,B1,,"9,218.63",6.25,"10,753.12",787.05,,"5,957.90"
2021-06-23,B2,,"15,184.01",15.4,"26,407.21","9,484.73",,0
2021-06-23,B3,"4,270.05",,25.2,"4,633.97",,"3,155.56",0
2021-06-23,B4,"11,060.31",,2.3,"5,693.54",,"4,395.65",0
2021-06-23,B5,"2,297.68",,1.39,"1,433.21",,105.56,0
2021-06-23,B6,"6,148.63",,8.7,"3,775.20",,"9,469.45",0.0
2021-06-24,B1,,"7,397.39",3.61,"10,929.94","5,609.04",,"6,042.34"
2021-06-24,B2,,"8,994.35",18.33,"27,056.53","10,436.12",,0
2021-06-24,B3,"2,133.56",,24.3,"4,155.81",,"3,505.56",0
2021-06-24,B4,"4,250.49",,2,"5,898.02",,"5,674.41",0
2021-06-24,B5,"1,298.30",,2.07,"1,605.80",,250,0
2021-06-24,B6,"3,408.42",,7.1,"3,780.78",,"10,988.90",0.0
2021-06-25,B1,,"10,935.58",8.54,"10,744.01","3,158.90",,"5,899.35"
2021-06-25,B2,,"13,519.37",16.1,"26,398.93","8,163.90",,0
2021-06-25,B3,"4,571.91",,24.3,"4,638.89",,"2,944.45",0
2021-06-25,B4,"10,912.11",,1.3,"5,718.17",,"4,708.76",0
2021-06-25,B5,"1,312.96",,2.24,"1,469.37",,77.78,0
2021-06-25,B6,"6,148.63",,2.7,"3,762.01",,"9,583.34",0.0
2021-06-26,B1,,"13,330.43",0.02,"10,122.09",398.85,,"5,963.99"
2021-06-26,B2,,"14,054.22",19.64,"23,191.97","5,969.45",,0
2021-06-26,B3,"6,057.78",,22.8,"4,806.31",,"2,666.67",0
2021-06-26,B4,"15,470.90",,0.4,"4,857.85",,"4,225.43",0
2021-06-26,B5,"1,295.37",,1.6,"1,477.66",,69.44,0
2021-06-26,B6,"7,983.26",,0.4,"3,608.62",,"7,961.12",0.0
2021-06-27,B1,,"14,318.37",0.01,"10,024.08",240.75,,"6,037.92"
2021-06-27,B2,,"14,589.08",19.64,"23,412.10","5,569.45",,0
2021-06-27,B3,"6,374.30",,22.9,"4,884.11",,"2,388.89",0
2021-06-27,B4,"16,909.38",,0.2,"5,378.84",,"3,858.16",0
2021-06-27,B5,"1,298.30",,7.67,"1,439.45",,22.22,0
2021-06-27,B6,"9,284.49",,0.3,"3,611.96",,"7,466.67",0.0
2021-06-28,B1,,"17,235.89",1.47,"10,842.96",425.34,,"6,164.32"
2021-06-28,B2,,"20,092.95",15.34,"25,716.51","5,427.78",,0
2021-06-28,B3,"6,799.25",,25.4,"5,067.51",,"2,177.78",0
2021-06-28,B4,"16,792.61",,1.6,"5,893.65",,"3,639.18",0
2021-06-28,B5,"1,286.58",,2.39,"1,508.88",,8.33,0
2021-06-28,B6,"9,316.73",,6.2,"3,846.49",,"6,958.34",0.0
2021-06-29,B1,,"18,962.31",7.04,"10,839.97",535.91,,"6,008.96"
2021-06-29,B2,,"21,795.70",12.81,"26,196.78","5,286.12",,0
2021-06-29,B3,"7,839.65",,26,"5,170.54",,"1,966.67",0
2021-06-29,B4,"17,964.13",,1.8,"6,058.17",,"3,542.66",0
2021-06-29,B5,"1,227.97",,1.53,"1,478.90",,5.56,0
2021-06-29,B6,"9,970.28",,2.6,"3,850.32",,"6,591.67",0.0
2021-06-30,B1,,"18,817.91",0.72,"10,636.93",322.81,,"5,905.31"
2021-06-30,B2,,"21,795.70",12.81,"26,125.39","5,286.12",,0
2021-06-30,B3,"8,850.75",,27.1,"5,071.41",,"1,966.67",0
2021-06-30,B4,"17,869.59",,1.4,"5,907.15",,"3,530.68",0
2021-06-30,B5,"1,233.83",,1.13,"1,440.88",,8.33,0
2021-06-30,B6,"9,768.06",,1.8,"3,812.05",,"6,758.34",0.0
2021-07-01,B1,,"18,523.67",0.72,"10,278.13",54.71,,"5,830.07"
2021-07-01,B2,,"21,221.28",12.81,"25,236.33","5,286.12",,0
2021-07-01,B3,"7,920.25",,22.4,"4,997.70",,"1,966.67",0
2021-07-01,B4,"18,159.45",,1.4,"5,241.87",,"3,722.60",0
2021-07-01,B5,"1,251.41",,1.01,"1,429.94",,19.44,0
2021-07-01,B6,"9,477.92",,0.7,"3,704.58",,"7,166.67",0.0
2021-07-02,B1,,"14,045.66",0.02,"10,360.23",566.78,,"5,867.34"
2021-07-02,B2,,"18,507.44",12.81,"25,858.84","5,702.78",,0
2021-07-02,B3,"6,989.75",,23.6,"4,901.89",,"1,966.67",0
2021-07-02,B4,"16,137.45",,0.2,"5,369.95",,"4,306.55",0
2021-07-02,B5,"1,271.93",,1.05,"1,470.62",,125,0
2021-07-02,B6,"8,733.52",,0.5,"3,678.67",,"7,327.78",0.0
2021-07-03,B1,,"10,738.43",4.76,"9,979.49","2,231.92",,"5,922.08"
2021-07-03,B2,,"10,975.51",14.63,"23,833.05","6,184.73",,0
2021-07-03,B3,"4,651.04",,23.2,"4,751.95",,"1,966.67",0
2021-07-03,B4,"12,510.44",,0.2,"4,899.23",,"4,801.61",0
2021-07-03,B5,"1,310.03",,1.15,"1,494.41",,58.33,0
2021-07-03,B6,"7,285.75",,0.3,"3,614.47",,"8,258.34",0.0
2021-07-04,B1,,"6,384.05",0.01,"9,922.41","3,594.58",,"5,958.14"
2021-07-04,B2,,"6,356.71",14.63,"23,898.32","6,666.67",,0
2021-07-04,B3,"2,538.00",,23,"4,371.26",,"1,966.67",0
2021-07-04,B4,"9,241.99",,0.2,"5,084.57",,"5,990.18",0
2021-07-04,B5,"1,324.68",,1.14,"1,587.85",,163.89,0
2021-07-04,B6,"4,472.26",,0.3,"3,674.78",,"9,752.79",0.0
2021-07-05,B1,,"6,785.57",1.54,"10,813.21","5,342.03",,"5,972.90"
2021-07-05,B2,,"6,931.13",9.88,"26,057.88","7,800.01",,0
2021-07-05,B3,"3,276.53",,24.8,"4,200.98",,"2,497.22",0
2021-07-05,B4,"1,390.02",,3,"5,704.69",,"5,081.87",0
2021-07-05,B5,"1,321.75",,1.24,"1,606.26",,116.67,0
2021-07-05,B6,"2,347.50",,2.6,"3,776.49",,"10,519.45",0.0
2021-07-06,B1,,"8,886.42",1.26,"10,693.87","4,270.94",,"5,943.90"
2021-07-06,B2,,"10,465.57",12.79,"25,937.90","6,875.01",,0
2021-07-06,B3,"4,015.07",,25.6,"4,530.98",,"2,751.39",0
2021-07-06,B4,"7,986.45",,2.6,"5,091.77",,"4,820.19",0
2021-07-06,B5,"1,295.37",,1.56,"1,486.19",,36.11,0
2021-07-06,B6,"5,049.61",,4.3,"3,832.26",,"9,927.79",0.0
2021-07-07,B1,,"10,182.30",6.09,"10,677.34","5,128.18",,"5,927.13"
2021-07-07,B2,,"11,907.48",12.79,"25,181.70","6,622.23",,0
2021-07-07,B3,"4,583.63",,25.3,"4,546.49",,"3,005.56",0
2021-07-07,B4,"9,360.39",,3.5,"4,912.42",,"5,879.18",0
2021-07-07,B5,"1,263.14",,1.3,"1,492.30",,138.89,0
2021-07-07,B6,"5,732.47",,2.5,"3,752.44",,"8,827.78",0.0
2021-07-08,B1,,"10,810.90",0.72,"10,336.54","3,106.26",,"5,836.51"
2021-07-08,B2,,"12,742.73",20.32,"25,253.22","6,622.23",,0
2021-07-08,B3,"5,012.98",,26.4,"4,530.93",,"3,344.45",0
2021-07-08,B4,"9,426.40",,3.9,"4,962.90",,"4,592.34",0
2021-07-08,B5,"1,254.34",,1.74,"1,501.53",,52.78,0
2021-07-08,B6,"5,870.21",,2.4,"3,797.91",,"9,380.56",0.0
2021-07-09,B1,,"11,551.71",1.11,"10,470.59","2,684.97",,"5,626.02"
2021-07-09,B2,,"13,577.98",23.68,"24,853.66","6,369.45",,0
2021-07-09,B3,"5,442.33",,25.5,"4,732.63",,"3,141.67",0
2021-07-09,B4,"9,470.81",,1.7,"4,993.79",,"4,220.60",0
2021-07-09,B5,"1,277.79",,1.75,"1,464.74",,105.56,0
2021-07-09,B6,"6,737.70",,2.2,"3,809.51",,"8,761.12",0.0
2021-07-10,B1,,"13,455.09",0.01,"9,748.04","2,105.17",,"5,759.34"
2021-07-10,B2,,"12,628.43",14.93,"22,889.88","5,488.89",,0
2021-07-10,B3,"5,820.39",,22.3,"4,790.79",,"2,938.89",0
2021-07-10,B4,"6,344.71",,1.7,"3,667.33",,"2,668.29",0
2021-07-10,B5,"1,277.79",,1.73,"1,468.99",,69.44,0
2021-07-10,B6,"7,455.73",,0.8,"3,665.17",,"8,316.67",0.0
2021-07-11,B1,,"8,774.14",4.75,"9,609.53","4,038.34",,"5,964.34"
2021-07-11,B2,,"8,258.74",9.35,"22,729.45","5,983.34",,0
2021-07-11,B3,"4,026.80",,22.4,"4,432.15",,"3,154.17",0
2021-07-11,B4,"3,834.77",,1.7,"3,789.64",,"2,772.69",0
2021-07-11,B5,"1,310.03",,1.64,"1,485.23",,75,0
2021-07-11,B6,"5,755.92",,0.1,"3,654.43",,"9,363.90",0.0
2021-07-12,B1,,"10,595.31",0.89,"10,471.78","3,332.17",,"5,976.56"
2021-07-12,B2,,"12,089.18",10.76,"24,982.18","6,580.56",,0
2021-07-12,B3,"4,486.92",,25.1,"4,570.64",,"3,154.17",0
2021-07-12,B4,"9,898.29",,2.4,"5,011.85",,"4,030.25",0
2021-07-12,B5,"1,304.17",,1.84,"1,475.86",,111.11,0
2021-07-12,B6,"6,180.87",,6.1,"3,859.54",,"9,530.56",0.0
2021-07-13,B1,,"11,689.59",0.7,"10,575.42","2,579.35",,"6,009.76"
2021-07-13,B2,,"13,786.06",10.76,"24,832.35","6,352.78",,0
2021-07-13,B3,"6,963.37",,26.3,"4,700.26",,"3,369.45",0
2021-07-13,B4,"9,941.23",,2.1,"4,952.06",,"3,924.16",0
2021-07-13,B5,"1,274.86",,2.8,"1,478.41",,133.33,0
2021-07-13,B6,"7,517.27",,2.7,"3,702.58",,"7,019.45",0.0
2021-07-14,B1,,"13,193.14",0.92,"10,557.53","2,429.48",,"6,039.82"
2021-07-14,B2,,"15,734.99",24.8,"25,050.62","6,125.00",,0
2021-07-14,B3,"9,240.53",,31.6,"4,744.65",,"4,108.34",0
2021-07-14,B4,"10,807.80",,1.7,"4,985.62",,"4,191.19",0
2021-07-14,B5,"1,298.30",,1.88,"1,474.24",,88.89,0
2021-07-14,B6,"8,355.46",,3.0,"3,658.80",,"6,327.78",0.0
2021-07-15,B1,,"12,653.32",5.54,"10,468.08","2,278.37",,"6,053.60"
2021-07-15,B2,,"15,173.75",13.5,"25,088.15","6,281.95",,0
2021-07-15,B3,"1,691.02",,36.6,"5,120.20",,"4,308.34",0
2021-07-15,B4,"10,807.19",,2.1,"4,960.41",,"4,232.14",0
2021-07-15,B5,"1,315.89",,1.95,"1,477.01",,122.22,0
2021-07-15,B6,"8,355.46",,3.0,"3,626.40",,"12,183.34",0.0
2021-07-16,B1,,"11,036.05",0.28,"10,314.10",2.31,,"6,040.36"
2021-07-16,B2,,"14,612.52",11.22,"24,492.41","6,281.95",,0
